id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
181339,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 31 March 1989 ""REBELS KILL 26 PEASANTS IN ANDEAN MASSACRE.",,,,Police spokesman,1,Huacrachuco town,Huánuco department,Marañón Province,-8.65,-77.08333,POINT (-77.083330 -8.650000),116846,Peru,135,PER,Americas,1,1,1989-03-31,1989-03-31,1,0,0,10,11,11,11
181364,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 10 April 1989 ""40 GUERRILLAS KILLED IN THREE CLASHES IN PERU",,,,Defence Ministry spokesman,5,Pachitea river,,,-9.86,-74.99,POINT (-74.990000 -9.860000),115411,Peru,135,PER,Americas,1,1,1989-04-09,1989-04-09,0,15,0,0,15,15,15
182002,1989,1,1989,1989,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,Television Peruana (Lima) 25th April 1989,,,,,1,Contamana town,Loreto department,Ucayali Province,-7.33333,-75.01667,POINT (-75.016670 -7.333330),119010,Peru,135,PER,Americas,1,1,1989-04-25,1989-04-25,0,0,0,1,1,1,1
181853,1991,1,1991,1991,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,"R 25 dec 1991 ""TEN DIE IN ATTACK BY LEFTIST REBELS ON PERUVIAN POLICE POST",,,,Police spokesman,1,Juanjui town,San Martín department,Mariscal Cáceres Province,-7.17697,-76.72774,POINT (-76.727740 -7.176970),119007,Peru,135,PER,Americas,1,2,1991-12-23,1991-12-24,5,0,5,0,10,10,10
181967,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 10 June 1989 ""PERUVIAN ARMY KILLS SENDERO REBEL LEADER, 20 OTHERS.",,,,Army spokesmen,4,Apurímac department,Apurímac department,,-14.0,-73.0,POINT (-73.000000 -14.000000),109655,Peru,135,PER,Americas,1,1,1989-06-09,1989-06-09,0,15,0,0,15,15,15
181456,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 12 Oct 1989 ""PERUVIAN GUERRILLAS KILL 15, INCLUDING THREE MAYORS.",,,,Police spokesman,1,Cajatambo town,Lima department,Cajatambo Province,-10.48333,-77.03333,POINT (-77.033330 -10.483330),114686,Peru,135,PER,Americas,1,1,1989-10-11,1989-10-11,1,0,0,0,1,1,1
181539,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 24 Oct 1989 ""PERU CLAMPS STATE-OF-EMERGENCY ON CAPITAL AFTER REBEL ATTACKS.",,,,Military statement,2,Huancavelica town,Huancavelica department,Huancavelica Province,-12.78261,-74.97266,POINT (-74.972660 -12.782610),111091,Peru,135,PER,Americas,1,1,1989-10-23,1989-10-23,13,6,0,0,19,19,19
181932,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The Globe and Mail 10 Jan 1989 ""AROUND THE WORLD Peruvian peasants killed in raids by rebels"" / The New York Times 26 Jan 1989 ""Rebels Disrupting the Eradication of Coca in Peru"" /R 10 Jan 1989 ""TWELVE PEASANTS KILLED BY MAOIST GUERRILLAS.",,,,police spokesman,5,Andean highlands,,,-12.47,-75.6,POINT (-75.600000 -12.470000),111809,Peru,135,PER,Americas,1,1,1989-01-08,1989-01-08,10,0,0,0,10,10,10
181839,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 7 Oct 1991 ""FIVE PEOPLE WOUNDED AT START OF STRIKE CALLED BY GUERRILLAS."" /R 8 Oct 1991 ""GUERRILLAS KILL EIGHT MEMBERS OF PEASANT MILITIA IN PERU.",,,,police spokesman,1,Rumihuasi town,Ayacucho department,Parinacochas Province,-15.24774,-73.86949,POINT (-73.869490 -15.247740),107493,Peru,135,PER,Americas,1,1,1991-10-06,1991-10-06,10,14,0,0,24,24,24
185548,1991,1,1991,1991,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1991-09-16,,,,Reuters,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,4,1991-09-01,1991-09-30,0,0,1,0,1,1,1
181865,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 21 Jan 1989 ""PERUVIAN FORCES KILL 14 GUERRILLAS IN ANDEAN CLASHES.",,,,Interior Ministry statement,3,Tarma Province,Junín department,Tarma Province,-11.40562,-75.69129,POINT (-75.691290 -11.405620),113249,Peru,135,PER,Americas,1,1,1990-01-20,1990-01-20,0,7,0,0,7,7,7
181896,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 1 July 1990 ""PERU EXTENDS STATE-OF-EMERGENCY IN CAPITAL AFTER BOMBING.",,,,police spokesman,1,Chilca town,Junín department,Huancayo Province,-12.079164,-75.202157,POINT (-75.202157 -12.079164),111810,Peru,135,PER,Americas,1,1,1990-06-30,1990-06-30,1,0,0,0,1,1,1
181725,1992,1,1992,1992,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,"R 17 March 1992 ""SHINING PATH GUERRILLAS KILL NINE PEOPLE IN TWO DAYS",,,,Police spokesman,5,Andean highlands,,,-12.47,-75.6,POINT (-75.600000 -12.470000),111809,Peru,135,PER,Americas,1,2,1992-03-15,1992-03-16,0,0,0,0,0,0,8
229724,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,1,"""New York Times Abstracts,1990-08-27,PERU ACTIVIST AND SON KILLED""",New York Times Abstracts,1990-08-27,PERU ACTIVIST AND SON KILLED,police,2,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1990-08-27,1990-08-27,0,0,2,0,2,2,2
181306,1990,1,1990,1990,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,DN 5 Dec 1990 (binder),,,,police spokesman,5,Alto Mayoa valley,,,-5.643,-77.7,POINT (-77.700000 -5.643000),121165,Peru,135,PER,Americas,1,1,1990-12-03,1990-12-03,0,20,0,0,20,20,20
185528,1991,1,1991,1991,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1991-08-10,,,,spokesman for Roman Catholic Church,1,Pariacoto town,Ancash department,Huaraz Province,-9.561464,-77.892461,POINT (-77.892461 -9.561464),115405,Peru,135,PER,Americas,1,1,1991-08-09,1991-08-09,0,0,2,0,2,2,2
181840,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 8 Oct 1991 ""GUERRILLAS KILL EIGHT MEMBERS OF PEASANT MILITIA IN PERU.",,,,Military officials,2,Huanta town,Ayacucho department,Huanta Province,-12.93333,-74.25,POINT (-74.250000 -12.933330),111092,Peru,135,PER,Americas,1,1,1991-10-07,1991-10-07,8,0,0,0,8,8,8
185938,1993,1,1993,1993,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R, 1993-09-08",,,,,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,4,1993-08-24,1993-09-07,0,0,0,38,38,38,38
181776,1992,1,1992,1992,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 18 Nov 1992 ""Bomb kills five in Peru poll protest.",,,,Police spokesman,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1992-11-17,1992-11-17,0,0,0,5,5,5,5
181777,1992,1,1992,1992,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,Television Panamericana (Lima)  27th November 1992,,,,,1,Viscatan location,Junín department,Chanchamayo Province,-11.24407,-75.34044,POINT (-75.340440 -11.244070),113250,Peru,135,PER,Americas,2,4,1992-11-18,1992-11-27,0,0,0,50,50,50,50
181416,1993,1,1993,1993,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,Chronology of terror June 1993 Conflict international (binder),,,,,4,Lima department,Lima department,,-11.85,-76.45,POINT (-76.450000 -11.850000),112528,Peru,135,PER,Americas,1,1,1993-05-04,1993-05-04,0,4,0,0,4,4,4
185968,1992,1,1992,1992,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,"R, 1992-10-30",,,,witnesses and officials,1,Rumi Rumi village,Ayacucho department,La Mar Province,-13.16446,-73.84606,POINT (-73.846060 -13.164460),110373,Peru,135,PER,Americas,1,1,1992-10-27,1992-10-27,0,0,11,0,11,11,11
181447,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 10 Oct 1989 ""PERU REBELS KILL MAYOR, BOMBS EXPLODE NEAR MINISTERS' MEETING.",,,,Police spokesman,1,Churcampa village,Huancavelica department,Churcampa Province,-12.7,-74.4,POINT (-74.400000 -12.700000),111092,Peru,135,PER,Americas,1,1,1989-10-09,1989-10-09,1,0,1,0,2,2,2
181285,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 5 Nov 1989 ""FEAR, APATHY GRIP PERU BEFORE ELECTIONS.",,,,,1,Tirapata town,Puno department,Azángaro Province,-14.95,-70.4,POINT (-70.400000 -14.950000),108220,Peru,135,PER,Americas,1,1,1989-11-03,1989-11-03,1,0,0,0,1,1,1
181997,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 4 Nov 1989 """"NO MORE KILLING,"" PERUVIANS CHANT AT ANTI-STRIKE RALLY."" /Argentine agency Telam 3rd Nov 1989",,,,Police spokesman,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1989-11-03,1989-11-03,0,1,0,0,1,1,1
229359,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""The Independent - London,1989-11-07,guerillas assassinate minaya.""",The Independent - London,1989-11-07,guerillas assassinate minaya.,"Efe, Reuters",6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,1,1,1989-11-05,1989-11-05,1,0,0,0,1,1,1
181340,1992,1,1992,1992,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,-1,"R 23 Nov 1992 ""Fujimori's party wins majority in Peru election - TV forecasts",,,,Police spokesman,3,Huancayo Province,Junín department,Huancayo Province,-12.25,-75.41667,POINT (-75.416670 -12.250000),111810,Peru,135,PER,Americas,1,1,1992-11-22,1992-11-22,1,2,0,0,3,3,3
181808,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 19 June 1991 ""TEN PEOPLE DIE IN RUN UP TO ANNIVERSARY OF PRISON MASSACRE.",,,,Army statement,3,Satipo Province,Junín department,Satipo Province,-11.5,-74.25,POINT (-74.250000 -11.500000),113252,Peru,135,PER,Americas,1,1,1991-06-17,1991-06-17,1,2,0,0,3,3,3
185525,1991,1,1991,1991,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1991-06-17,,,,police,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1991-06-17,1991-06-17,0,0,0,0,0,0,1
181448,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,EFE 21 Sep 1991,,,,,4,Ayacucho department,Ayacucho department,,-14.0,-74.25,POINT (-74.250000 -14.000000),109652,Peru,135,PER,Americas,1,1,1991-09-16,1991-09-16,0,25,0,0,25,25,25
185561,1991,1,1991,1991,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1991-09-25,,,,Joint Chiefs of Staff statement,1,San Miguel town,Ayacucho department,La Mar Province,-13.0125,-73.98083,POINT (-73.980830 -13.012500),110373,Peru,135,PER,Americas,1,1,1991-09-19,1991-09-19,0,0,14,0,14,14,14
181850,1991,1,1991,1991,1,292,Peru:Government,632,Government of Peru - MRTA,21,135.0,Government of Peru,751,,MRTA,1,"""Reuters News,1991-06-21,PERUVIAN REBELS KILL TWO SAILORS, INJURE 20 OTHERS IN BOMBING.""",Reuters News,1991-06-21,"PERUVIAN REBELS KILL TWO SAILORS, INJURE 20 OTHERS IN BOMBING.",Police spokesman,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1991-06-20,1991-06-20,2,0,0,0,2,2,2
181835,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 25 Sep 1991 ""SUSPECTED MAOIST GUERRILLAS KILL 16 PEOPLE, OFFICIALS SAY.",,,,police spokesman,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1991-09-24,1991-09-24,1,0,0,0,1,1,1
181814,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 24 June 1991 ""FOURTEEN PEOPLE KILLED IN PERUVIAN GUERRILLA ATTACK.",,,,Army spokesman,1,San Miguel town,Ayacucho department,La Mar Province,-13.0125,-73.98083,POINT (-73.980830 -13.012500),110373,Peru,135,PER,Americas,1,1,1991-06-23,1991-06-23,2,0,2,10,14,14,14
185612,1989,1,1989,1989,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1989-11-13,,,,police,4,Ayacucho department,Ayacucho department,,-14.0,-74.25,POINT (-74.250000 -14.000000),109652,Peru,135,PER,Americas,1,1,1989-11-13,1989-11-13,0,0,0,0,0,0,3
181188,2007,1,2007,2007,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Associated Press Newswires,2007-06-15,1 prosecutor, 3 police officers shot to death in Peruvian jungle linked to drug trade""",Associated Press Newswires,2007-06-15,"1 prosecutor, 3 police officers shot to death in Peruvian jungle linked to drug trade",the interior minister,3,Tocache Province,San Martín region,Tocache Province,-8.2493,-76.63451,POINT (-76.634510 -8.249300),117567,Peru,135,PER,Americas,1,1,2007-06-14,2007-06-14,4,0,0,0,4,4,4
229361,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""The Washington Post,1989-11-12,Peru Urges Voters To Ignore Threats
CR 	From news services""",The Washington Post,1989-11-12,"Peru Urges Voters To Ignore Threats
CR 	From news services",police,1,Huacar town,Junín department,Huancayo Province,-10.160278,-76.236944,POINT (-76.236944 -10.160278),114688,Peru,135,PER,Americas,1,1,1989-11-11,1989-11-11,0,0,1,0,1,1,1
181844,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"AFP 2 Nov 1991 ""army clashes with rebels leave 34 dead - state of emergency extended.",,,,Military sources,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,1,1,1991-11-01,1991-11-01,4,30,0,0,34,34,34
181815,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 29 June 1991 ""PERUVIAN TROOPS BATTLE GUERRILLAS ON SEVERAL FRONTS.",,,,Military spokesman,1,Aucayacu town,Huánuco department,Leoncio Prado Province,-8.93139,-76.11315,POINT (-76.113150 -8.931390),116848,Peru,135,PER,Americas,1,1,1991-06-26,1991-06-26,3,0,0,0,3,3,3
176381,2009,1,2009,2009,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""Reuters News,2009-09-03,Rebels in Peru coca region shoot down army chopper""",Reuters News,2009-09-03,Rebels in Peru coca region shoot down army chopper, the defense minister,5,"Valley of the Apurimac, Ene and Mantaro Rivers",,,-12.262778,-73.978889,POINT (-73.978889 -12.262778),111813,Peru,135,PER,Americas,1,1,2009-09-02,2009-09-02,2,0,0,0,2,2,2
185707,1990,1,1990,1990,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1990-01-16,,,,army spokesman,2,Acos Vinchos village,Ayacucho department,Huamanga Province,-13.10885,-74.09718,POINT (-74.097180 -13.108850),110372,Peru,135,PER,Americas,1,1,1990-01-15,1990-01-15,0,0,39,0,39,39,39
181795,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 28 April 1991 ""POLICE DETAIN 2,500 SUSPECTS AFTER WAVE OF GUERRILLA ATTACKS.",,,,police spokesman,1,Ica town,Ica department,Ica Province,-14.06777,-75.72861,POINT (-75.728610 -14.067770),108929,Peru,135,PER,Americas,1,2,1991-04-22,1991-04-26,0,0,0,12,12,12,12
181794,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 24 April 1991 ""TWO PERUVIAN POLICE SHOT TO DEATH IN GUERRILLA ATTACK.",,,,police spokesman,1,Lima city,Lima department,Lima Province,-12.043333,-77.028333,POINT (-77.028333 -12.043333),111806,Peru,135,PER,Americas,1,1,1991-04-23,1991-04-23,2,0,0,0,2,2,2
229384,1990,1,1990,1990,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""New York Times Abstracts,1990-02-02,PERU REBELS KILL 2 OFFICIALS""",New York Times Abstracts,1990-02-02,PERU REBELS KILL 2 OFFICIALS,police,1,Ahuac village,Junín department,Huancayo Province,-12.06667,-75.35,POINT (-75.350000 -12.066670),111810,Peru,135,PER,Americas,1,1,1990-01-29,1990-01-29,1,0,0,0,1,1,1
181792,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"EFE 15 May 1991 ""human rights activist killed.",,,,,2,Juliaca town,Puno department,San Roman Province,-15.5,-70.13333,POINT (-70.133330 -15.500000),107500,Peru,135,PER,Americas,1,1,1991-05-13,1991-05-13,1,0,0,0,1,1,1
185677,1989,1,1989,1989,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1989-01-05,,,,police,2,Ayacucho town,Ayacucho department,Huamanga Province,-13.15878,-74.22321,POINT (-74.223210 -13.158780),110372,Peru,135,PER,Americas,1,1,1989-01-04,1989-01-04,0,0,2,0,2,2,2
181592,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The New York Times 26 Oct 1989 ""Rebels Step Up Killings in Peru to Disrupt Election",,,,Peruvian Senate's Committee on Violence and Pacification,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,5,1989-01-01,1989-10-26,0,552,0,0,552,552,552
185523,1989,1,1989,1989,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1989-05-18,,,,police,4,Junín department,Junín department,,-11.5,-75.0,POINT (-75.000000 -11.500000),113251,Peru,135,PER,Americas,1,1,1989-05-16,1989-05-16,0,0,1,0,1,1,1
181798,1991,1,1991,1991,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 26 April 1991 ""PERU GUERRILLAS KILL MAYOR, WOUND FACTORY OWNER.",,,,police spokesman,1,Chuquibamba town,Arequipa department,Condesuyos  Province,-15.83806,-72.65361,POINT (-72.653610 -15.838060),106775,Peru,135,PER,Americas,1,1,1991-04-24,1991-04-24,1,0,0,0,1,1,1
185960,1989,1,1989,1989,3,607,Sendero Luminoso - Civilians,1074,Sendero Luminoso - Civilians,750,,Sendero Luminoso,1,,Civilians,-1,Reuters 1989-05-16,,,,police,2,Pacaycasa village,Ayacucho department,Huamanga Province,-13.05694,-74.21361,POINT (-74.213610 -13.056940),110372,Peru,135,PER,Americas,1,1,1989-05-14,1989-05-14,0,0,2,0,2,2,2
181969,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 13 June 1989 ""PERUVIAN REBELS KILL RULING PARTY MAYOR.",,,,Police spokesman,1,Supe town,Lima department,Barranca Province,-10.7975,-77.71306,POINT (-77.713060 -10.797500),113965,Peru,135,PER,Americas,1,1,1989-06-12,1989-06-12,1,0,0,0,1,1,1
181935,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The Times 13 Feb 1989 ""Reign of terror in Andes as guerrillas enforce their will;Sendero Luminoso ;Peru",,,,left-wing human rights lawyer,6,Peru,,,-10.0,-76.0,POINT (-76.000000 -10.000000),115409,Peru,135,PER,Americas,2,4,1989-01-01,1989-01-15,11,0,0,0,11,11,11
181933,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 5 Jan 1989 ""GUERRILLAS KILL 10 PEASANTS.",,,,police spokesman,1,Occollo village,Ayacucho department,Huamanga Province,-13.32618,-74.53178,POINT (-74.531780 -13.326180),110371,Peru,135,PER,Americas,1,1,1989-01-03,1989-01-03,0,8,0,2,10,10,10
181934,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"The Globe and Mail 10 Jan 1989 ""AROUND THE WORLD Peruvian peasants killed in raids by rebels"" / The New York Times 26 Jan 1989 ""Rebels Disrupting the Eradication of Coca in Peru"" /R 10 Jan 1989 ""TWELVE PEASANTS KILLED BY MAOIST GUERRILLAS.",,,,police spokesman,4,Ayacucho department,Ayacucho department,,-14.0,-74.25,POINT (-74.250000 -14.000000),109652,Peru,135,PER,Americas,1,2,1989-01-05,1989-01-06,0,0,0,12,12,12,12
181931,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 11 Jan 1989 ""ELEVEN POLICE KILLED, RAISING TOLL TO 24 THIS MONTH.",,,,police spokesman,4,San Martín department,San Martín department,,-7.0,-76.833333,POINT (-76.833333 -7.000000),119727,Peru,135,PER,Americas,1,1,1989-01-07,1989-01-07,4,0,0,0,4,4,4
181938,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 11 Jan 1989 ""ELEVEN POLICE KILLED, RAISING TOLL TO 24 THIS MONTH.",,,,police spokesman,2,Tingo María town,Huánuco department,Leoncio Prado Province,-9.29616,-75.99831,POINT (-75.998310 -9.296160),116129,Peru,135,PER,Americas,1,1,1989-01-09,1989-01-09,4,0,0,0,4,4,4
181939,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"R 11 Jan 1989 ""ELEVEN POLICE KILLED, RAISING TOLL TO 24 THIS MONTH.",,,,police spokesman,3,Huánuco Province,Huánuco department,Huánuco Province,-9.66667,-76.08333,POINT (-76.083330 -9.666670),115408,Peru,135,PER,Americas,1,1,1989-01-09,1989-01-09,7,0,0,0,7,7,7
229207,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,1,"""BBC Monitoring Service: Latin America,1989-01-11,Law officials killed during clashes.""",BBC Monitoring Service: Latin America,1989-01-11,Law officials killed during clashes.,Television Peruana (Lima) report,4,Arequipa department,Arequipa department,,-16.0,-72.25,POINT (-72.250000 -16.000000),106776,Peru,135,PER,Americas,1,1,1989-01-09,1989-01-09,2,0,0,0,2,2,2
181940,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"St. Louis Post-Dispatch 13 Jan 1989 ""REBELS KILL 9 OFFICERS AND 2 CIVILIANS IN PERU",,,,police spokesman,2,Huaraz town,Ancash department,Huaraz Province,-9.52779,-77.52778,POINT (-77.527780 -9.527790),115405,Peru,135,PER,Americas,1,1,1989-01-11,1989-01-11,4,0,0,0,4,4,4
181941,1989,1,1989,1989,1,292,Peru:Government,631,Government of Peru - Sendero Luminoso,21,135.0,Government of Peru,750,,Sendero Luminoso,-1,"St. Louis Post-Dispatch 13 Jan 1989 ""REBELS KILL 9 OFFICERS AND 2 CIVILIANS IN PERU",,,,police spokesman,2,Huacho town,Lima department,Huaura Province,-11.10667,-77.605,POINT (-77.605000 -11.106670),113245,Peru,135,PER,Americas,1,1,1989-01-11,1989-01-11,5,0,2,0,7,7,7
