featureId,sessionId,identifyId,accountId,date
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:32:37.639000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:20:19.402000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:37:54.912000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688465918815-37711376,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 10:55:38.345000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688422331841-16292116,3f47331d-42ec-4b90-bc48-adf1016e0e58,526bfd4a-942d-4d92-a0ec-adf1016b2e63,2023-07-03 22:31:59.781000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688465721262-53988857,88c9ce33-7077-494b-ae99-af6d00c5b3c2,a66f4c4c-cf51-49b0-b3e0-af9400b7ab53,2023-07-04 10:15:33.115000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-2-1688422331841-16292116,3f47331d-42ec-4b90-bc48-adf1016e0e58,526bfd4a-942d-4d92-a0ec-adf1016b2e63,2023-07-03 22:32:20.802000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688409166921-94497935,82a713ea-1456-4d95-b7f9-afe900bbaae2,89ea1811-17e5-4faa-8f7e-afe900b14ae6,2023-07-03 19:02:11.578000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688472236944-43213459,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 12:24:02.009000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688458070084-75214548,e3bc9a5d-d4be-4162-b39d-af2a00a5f35d,0298aeef-6e80-4c3d-95c8-af08008897b4,2023-07-04 08:54:57.420000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689923978141-98583535,aedda058-c7e8-4708-b2fc-afee00d3cd8f,5648d049-0bc0-40bf-a7bd-b04200bfd8d3,2023-07-21 07:23:41.574000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689923978141-98583535,aedda058-c7e8-4708-b2fc-afee00d3cd8f,64e82845-fb28-4ae8-9c04-b00600d3325f,2023-07-21 07:28:25.818000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1689896044186-18564676,832c1f08-abb1-4399-b892-b0280085e3f3,41deba9a-1e9f-440e-bfe8-b0280084d0aa,2023-07-20 23:50:08.501000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689896472671-77235292,055b2d39-1f50-4bb8-b727-afff003f6344,545cb742-3235-4a6b-929e-af9b01459448,2023-07-20 23:42:14.167000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1689928133514-84769723,539f1055-6e90-4f55-8215-edbb5029968e,851df8c8-90f2-4c4a-8e01-a4fc46b25178,2023-07-21 08:30:50.671000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1689928133514-84769723,539f1055-6e90-4f55-8215-edbb5029968e,851df8c8-90f2-4c4a-8e01-a4fc46b25178,2023-07-21 08:30:50.711000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689938195338-81757282,5f019521-9874-40b8-bfba-737f336bbb8d,3d24eec9-b549-4428-90c4-3a93ac4ee18e,2023-07-21 11:26:58.168000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1689894341661-37796975,055b2d39-1f50-4bb8-b727-afff003f6344,5dc8888f-02cb-4eee-9a45-af5e00b73aa3,2023-07-20 23:10:42.876000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688472236944-43213459,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 12:13:37.812000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688455296383-57525944,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-04 07:38:43.156000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:21:16.217000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688455296383-57525944,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-04 07:34:11.511000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688409166921-94497935,82a713ea-1456-4d95-b7f9-afe900bbaae2,89ea1811-17e5-4faa-8f7e-afe900b14ae6,2023-07-03 19:00:49.524000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:33:47.028000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688465430567-34229477,8f6a6c4f-3c15-4c88-9a01-f40628b63ba7,2f5aabb5-b53d-4470-8fa2-c270a8f2e247,2023-07-04 10:24:16.394000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688409166921-94497935,82a713ea-1456-4d95-b7f9-afe900bbaae2,89ea1811-17e5-4faa-8f7e-afe900b14ae6,2023-07-03 19:00:49.529000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688469381153-21287138,01aaadca-2101-48e9-ba1b-aff70061fd64,71786327-3797-4e7e-ab50-afe100779f5a,2023-07-04 12:40:53.691000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:34:38.408000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688472236944-43213459,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 12:24:53.468000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688458070084-75214548,e3bc9a5d-d4be-4162-b39d-af2a00a5f35d,0298aeef-6e80-4c3d-95c8-af08008897b4,2023-07-04 09:58:44.065000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688410380542-12786133,b03d7095-a09e-428f-9853-af63014a3569,11fe0507-5cee-4f24-8d27-ad58009c2645,2023-07-03 19:47:28.240000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:13:41.028000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:36:43.822000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688465430567-34229477,8f6a6c4f-3c15-4c88-9a01-f40628b63ba7,2f5aabb5-b53d-4470-8fa2-c270a8f2e247,2023-07-04 10:28:53.434000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688399520488-13761354,43c257f0-50a7-422e-bc5e-b01c0078eb0e,a2966e38-5afe-4474-8acd-b01b00875918,2023-07-03 17:45:28.519000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:02:30.788000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688455296383-57525944,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-04 07:35:45.166000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:36:00.830000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:10:53.237000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689886650911-49741387,05d5363b-7d9d-4fce-966a-af9300ec4070,dd8dfe2e-23d3-407d-998d-1eb50f5c3b89,2023-07-20 21:45:11.183000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-2-1689881056616-58628837,a3844d6c-67f0-41e0-b7ac-d535621b7f20,e6485ae4-d09f-45dd-b276-b03b00b7e4aa,2023-07-20 19:26:17.018000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689932956723-98425557,5c7d1359-dd04-4940-9b43-af4e00cdb87d,256817ef-6348-4d67-b517-b03c007247d7,2023-07-21 09:51:22.638000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1689928133514-84769723,539f1055-6e90-4f55-8215-edbb5029968e,851df8c8-90f2-4c4a-8e01-a4fc46b25178,2023-07-21 08:36:07.744000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1689938195338-81757282,5f019521-9874-40b8-bfba-737f336bbb8d,3d24eec9-b549-4428-90c4-3a93ac4ee18e,2023-07-21 11:27:59.425000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1689890613288-63313142,832c1f08-abb1-4399-b892-b0280085e3f3,41deba9a-1e9f-440e-bfe8-b0280084d0aa,2023-07-20 22:57:21.865000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-2-1688409166921-94497935,82a713ea-1456-4d95-b7f9-afe900bbaae2,89ea1811-17e5-4faa-8f7e-afe900b14ae6,2023-07-03 19:02:11.575000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688455296383-57525944,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-04 07:38:43.096000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:39:01.904000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:34:42.969000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:33:46.989000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:34:52.212000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688395115639-35386721,6cc15dae-50c3-4e79-8e7b-af4000acb96d,5649e430-3b95-4371-b394-f12e43fbc143,2023-07-03 15:01:06.664000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688454763132-89589849,b50c3486-8764-4c5c-89ec-ae4b0185a550,8d964dd6-4a5f-4a49-b2f3-ae5900411d3e,2023-07-04 07:22:02.120000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688455296383-57525944,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-04 07:37:42.147000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:39:01.866000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688465918815-37711376,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 10:55:22.075000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688394509529-61252456,58ecf64e-83c0-4465-8ccf-b02700e91f83,40c7c677-c348-450b-bc65-b02700792311,2023-07-03 15:39:44.105000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-2-1688472848575-94453521,e83942d3-a390-4007-9706-afcf00c2010d,a3a17de1-1cea-41ba-9197-af9b009ed68d,2023-07-04 12:18:34.787000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688465918815-37711376,ff2f3bec-a535-45bc-9842-ae0500a13353,8ed1040f-f777-4484-be9d-ae0500a094cc,2023-07-04 10:55:11.419000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:35:36.493000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-2-1688409166921-94497935,82a713ea-1456-4d95-b7f9-afe900bbaae2,89ea1811-17e5-4faa-8f7e-afe900b14ae6,2023-07-03 19:02:06.585000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:37:43.165000
7592272d-c765-4ff8-b9f0-57ea7392b402,AP-2JVPK4ITZYDH-2-1688427067071-93278186,055b2d39-1f50-4bb8-b727-afff003f6344,774979d2-f62f-4e0a-8427-af4a00b7f941,2023-07-03 23:32:05.327000
b0ae6471-2cd0-474e-a040-48559456201d,AP-2JVPK4ITZYDH-2-1688465430567-34229477,8f6a6c4f-3c15-4c88-9a01-f40628b63ba7,2f5aabb5-b53d-4470-8fa2-c270a8f2e247,2023-07-04 10:26:37.185000
