Cod,title,year,Decade,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
L002836,BETSY'S WEDDING,1990,1990s,19740070,6,2559,5640,0,0,6,5,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002837,CHILD'S PLAY 2,1990,1990s,28501605,6,24813,5040,0,0,15,44,157,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
L002838,CYRANO DE BERGERAC,1990,1990s,5820020,8,15113,8220,32,21,30,209,66,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002839,ERNEST GOES TO JAIL,1990,1990s,25029569,5,6350,4860,0,0,9,13,33,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002840,THE FRESHMAN,1990,1990s,21460601,6,14091,6120,1,1,34,46,50,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002841,GREMLINS 2: THE NEW BATCH,1990,1990s,41482207,6,51122,6360,0,0,23,234,132,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002842,THE GRIFTERS,1990,1990s,13446769,7,17738,6600,14,7,16,181,83,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002843,HARD TO KILL,1990,1990s,47410827,6,17598,5760,0,0,30,72,86,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002844,HIDDEN AGENDA,1990,1990s,1030938,7,1973,6480,2,3,8,26,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002845,THE HOT SPOT,1990,1990s,1293976,6,6805,7800,0,0,6,21,63,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002846,HOUSE PARTY,1990,1990s,26385627,6,6996,6000,2,10,13,364,27,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L002847,I LOVE YOU TO DEATH,1990,1990s,16186793,6,9662,5820,0,0,9,25,46,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002848,INTERNAL AFFAIRS,1990,1990s,27734391,7,10815,6900,0,0,19,347,61,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002849,KING OF NEW YORK,1990,1990s,2554476,7,19751,6180,1,2,29,153,118,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002850,LOOK WHO'S TALKING TOO,1990,1990s,47789074,4,31736,4860,0,0,29,8,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002851,MARKED FOR DEATH,1990,1990s,46044396,6,12294,5580,0,0,22,53,90,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002852,MEN AT WORK,1990,1990s,16247964,6,15227,5880,0,0,7,20,54,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002853,MERMAIDS,1990,1990s,35419397,7,18572,6600,3,0,56,55,60,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002854,METROPOLITAN,1990,1990s,2938208,7,5917,5880,6,4,9,127,51,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002855,MIAMI BLUES,1990,1990s,9888167,6,5096,5820,2,1,10,6,51,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002856,MO' BETTER BLUES,1990,1990s,16153593,7,6948,7740,1,2,24,12,30,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L002857,MR. DESTINY,1990,1990s,15379253,6,8408,6600,0,0,17,10,35,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002859,MY BLUE HEAVEN,1990,1990s,23591472,6,13694,5820,0,0,20,47,54,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002860,NIGHT OF THE LIVING DEAD,1990,1990s,5835247,7,25599,5520,0,0,16,136,190,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L002861,PACIFIC HEIGHTS,1990,1990s,29381956,6,12224,6120,0,0,9,42,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L002862,PUMP UP THE VOLUME,1990,1990s,11541758,7,18261,6120,2,5,21,75,118,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002863,QUICK CHANGE,1990,1990s,15260154,7,13687,5340,0,0,7,0,81,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002864,REVENGE,1990,1990s,15645616,6,10278,7440,0,0,11,90,65,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002865,THE ROOKIE,1990,1990s,21633874,6,16736,7200,0,0,16,36,62,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002866,THE RUSSIA HOUSE,1990,1990s,22997992,6,9718,7380,2,2,18,28,59,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
L002867,TEENAGE MUTANT NINJA TURTLES,1990,1990s,135265915,7,55482,5580,2,3,28,695,169,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002868,TREMORS,1990,1990s,16667084,7,70180,5760,0,0,40,134,227,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
L002869,THE TWO JAKES,1990,1990s,10005969,6,7262,8220,0,0,21,34,49,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000062,BEAUTY AND THE BEAST,1991,1990s,218967620,8,208331,5040,21,19,81,3057,310,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000063,THE SILENCE OF THE LAMBS,1991,1990s,130742922,9,584102,7080,44,30,80,1076,798,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000064,TERMINATOR 2: JUDGMENT DAY,1991,1990s,205881154,9,523543,8220,20,19,71,855,869,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L000190,DEAD AGAIN,1991,1990s,38016380,7,19121,6420,1,4,17,48,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000225,CAPE FEAR,1991,1990s,79091969,7,102119,7680,6,11,34,488,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000250,BOYZ N THE HOOD,1991,1990s,57504069,8,71979,6720,10,9,35,302,167,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000403,HOOK,1991,1990s,119654823,7,138165,8640,5,10,12,586,327,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000431,FATHER OF THE BRIDE,1991,1990s,89325780,6,45564,6300,1,3,35,139,83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000436,THE DOORS,1991,1990s,34416893,7,56853,8400,0,0,38,6,194,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L000465,THE ROCKETEER,1991,1990s,46704056,6,36495,6480,1,5,41,345,117,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000480,WHITE FANG,1991,1990s,34793160,7,13027,6420,1,0,38,33,27,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000546,L.A. STORY,1991,1990s,28862081,7,22766,5700,0,0,22,66,91,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000600,BUGSY,1991,1990s,49114016,7,18197,8160,16,24,30,205,61,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000654,STAR TREK VI: THE UNDISCOVERED COUNTRY,1991,1990s,74888996,7,44640,6780,1,5,42,106,163,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000718,BARTON FINK,1991,1990s,6153939,8,69356,6960,14,8,21,259,206,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000865,GUILTY BY SUSPICION,1991,1990s,9480198,7,5298,6300,2,2,14,11,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001141,THE ADDAMS FAMILY,1991,1990s,113502426,7,75222,5940,3,12,17,552,111,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001142,AN AMERICAN TAIL: FIEVEL GOES WEST,1991,1990s,22166041,6,12689,4500,0,0,29,12,40,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001143,THE BUTCHER'S WIFE,1991,1990s,9689816,5,4693,5880,0,0,27,0,23,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001144,CLASS ACTION,1991,1990s,24277858,6,4376,6600,0,0,8,20,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001145,THE COMMITMENTS,1991,1990s,14919570,8,21759,7080,10,6,24,78,102,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L001146,THE FISHER KING,1991,1990s,41895491,8,48343,8220,16,20,21,274,146,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001147,HUDSON HAWK,1991,1990s,17218080,6,37276,6000,3,4,30,71,235,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001148,THE LAST BOY SCOUT,1991,1990s,59509925,7,62616,6300,0,0,30,261,135,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001150,MY GIRL,1991,1990s,59489799,7,43917,6120,2,3,22,340,109,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001151,MY OWN PRIVATE IDAHO,1991,1990s,6401336,7,29976,6240,12,4,15,169,146,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001152,OSCAR,1991,1990s,23562716,6,19551,6540,0,0,14,0,107,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001153,POINT BREAK,1991,1990s,43218387,7,80077,7320,1,2,34,704,243,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L001154,PROBLEM CHILD 2,1991,1990s,25104700,4,14254,5400,0,0,9,12,76,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001155,PROSPERO'S BOOKS,1991,1990s,1750301,7,4515,7440,3,2,7,20,77,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001156,PURE LUCK,1991,1990s,22641969,6,4422,5760,0,0,17,7,40,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L001157,ROBIN HOOD: PRINCE OF THIEVES,1991,1990s,165493908,7,118314,8580,14,17,48,266,301,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001173,THE PEOPLE UNDER THE STAIRS,1991,1990s,24204154,6,19025,6120,2,1,24,113,137,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L002870,29TH STREET,1991,1990s,2120564,7,1788,6060,0,0,12,0,35,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002871,ALL I WANT FOR CHRISTMAS,1991,1990s,14812144,6,2484,5520,0,0,104,182,12,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002872,BACKDRAFT,1991,1990s,77868585,7,49844,8220,1,3,40,117,128,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002873,BLACK ROBE,1991,1990s,8211952,7,4797,5820,10,13,22,16,68,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002874,CITY SLICKERS,1991,1990s,124033791,7,34058,6780,7,6,40,195,75,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002875,COOL AS ICE,1991,1990s,1193062,3,7015,5460,1,6,6,20,148,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L002876,CURLY SUE,1991,1990s,33691313,6,13995,6060,1,0,15,58,28,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002877,DEFENDING YOUR LIFE,1991,1990s,16371128,7,11641,6720,0,0,14,71,81,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002878,DOC HOLLYWOOD,1991,1990s,54830779,6,22581,6240,0,0,21,49,60,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002879,DON'T TELL MOM THE BABYSITTER'S DEAD,1991,1990s,25196249,6,18652,6120,0,0,19,38,73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002880,DROP DEAD FRED,1991,1990s,13878334,6,19117,6180,0,0,9,93,159,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002881,DUTCH,1991,1990s,4603929,6,8008,6420,1,1,3,40,45,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002882,ERNEST SCARED STUPID,1991,1990s,14143280,6,7132,5460,0,0,11,25,47,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002883,FREDDY'S DEAD: THE FINAL NIGHTMARE,1991,1990s,34872033,5,24614,5340,0,0,21,51,234,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L002884,FRIED GREEN TOMATOES,1991,1990s,82418501,8,42875,7800,6,8,45,89,154,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002885,THE HARD WAY,1991,1990s,25895485,6,12280,6660,0,0,11,45,54,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002886,HOT SHOTS!,1991,1990s,69467617,7,62265,5040,1,0,21,2,86,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L002887,THE INDIAN RUNNER,1991,1990s,191125,7,5849,7620,1,1,18,29,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002888,JFK,1991,1990s,70405498,8,96411,11340,11,23,80,620,432,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002889,LITTLE MAN TATE,1991,1990s,25010896,7,9893,5940,1,1,29,0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002890,NEW JACK CITY,1991,1990s,47624353,7,18677,5820,1,3,41,165,73,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002891,NOTHING BUT TROUBLE,1991,1990s,8479793,5,15307,5640,1,6,7,33,214,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002893,OTHER PEOPLE'S MONEY,1991,1990s,25682090,6,5835,6180,0,0,11,9,44,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002894,OUT FOR JUSTICE,1991,1990s,39673161,6,13817,5280,0,0,30,52,111,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002895,RICOCHET,1991,1990s,21756163,6,10778,6120,0,0,26,17,51,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002896,SHOWDOWN IN LITTLE TOKYO,1991,1990s,2275557,6,9920,4740,0,0,15,33,96,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002897,SLACKER,1991,1990s,1228108,7,11092,5820,1,3,14,186,66,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002898,SLEEPING WITH THE ENEMY,1991,1990s,101599005,6,29317,5940,1,4,20,96,102,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002899,TOY SOLDIERS,1991,1990s,15073942,6,14028,6660,0,0,38,72,53,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002900,WHAT ABOUT BOB?,1991,1990s,63707829,7,42168,5940,2,1,10,0,152,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000065,RESERVOIR DOGS,1992,1990s,2832029,8,454684,5940,11,9,72,1603,855,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000066,UNFORGIVEN,1992,1990s,101157447,8,205938,7860,40,20,67,568,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000174,A FEW GOOD MEN,1992,1990s,141340178,8,145459,8280,9,15,55,412,299,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000206,TWIN PEAKS: FIRE WALK WITH ME,1992,1990s,4160851,7,39735,8100,3,6,16,89,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000305,SCENT OF A WOMAN,1992,1990s,63095253,8,151964,9420,6,9,44,160,287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000314,GLENGARRY GLEN ROSS,1992,1990s,10725228,8,59740,6000,5,5,27,376,352,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000385,THE BABE,1992,1990s,17530973,6,6558,6900,0,0,6,9,45,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000394,ALADDIN,1992,1990s,217350219,8,176939,5400,24,15,34,337,212,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000417,MALCOLM X,1992,1990s,48169910,8,50885,12120,19,8,38,309,125,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000502,LETHAL WEAPON 3,1992,1990s,144731527,7,103163,7080,3,4,52,42,131,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000536,CHAPLIN,1992,1990s,9493259,8,34016,8580,3,11,63,6,114,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000551,BASIC INSTINCT,1992,1990s,117727224,7,105371,7620,5,16,43,935,266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000598,HOFFA,1992,1990s,24276506,7,14629,8400,2,4,7,33,62,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000616,THE CRYING GAME,1992,1990s,62548947,7,35152,6720,27,24,18,388,135,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000724,PATRIOT GAMES,1992,1990s,83351587,7,65361,7020,1,2,51,532,127,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001149,A MIDNIGHT CLEAR,1992,1990s,1526697,7,6332,6480,0,0,4,17,75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L001158,1492: CONQUEST OF PARADISE,1992,1990s,7191399,6,18765,9240,0,1,30,0,78,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001159,BATMAN RETURNS,1992,1990s,162831698,7,164843,7560,2,13,57,849,560,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001160,BEETHOVEN,1992,1990s,57114049,5,36334,5220,1,4,31,70,50,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001161,BOB ROBERTS,1992,1990s,4479470,7,10452,6120,5,1,12,26,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001162,CAPTAIN RON,1992,1990s,22518097,6,14560,5400,0,0,11,10,70,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001163,THE CUTTING EDGE,1992,1990s,25105517,7,13429,6060,0,0,17,79,126,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L001164,FAR AND AWAY,1992,1990s,58883840,7,39264,8400,0,0,35,97,92,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001165,GLADIATOR,1992,1990s,9223441,6,5646,6060,0,0,22,33,30,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L001166,HONEY I BLEW UP THE KID,1992,1990s,58662452,5,25514,5340,0,0,14,2,46,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001167,HUSBANDS AND WIVES,1992,1990s,10555619,8,16956,6480,12,5,11,157,69,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L001168,INNOCENT BLOOD,1992,1990s,4943279,6,6492,6720,0,0,17,34,70,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L001169,A LEAGUE OF THEIR OWN,1992,1990s,107533928,7,57804,7680,6,5,67,344,147,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L001170,THE MUPPET CHRISTMAS CAROL,1992,1990s,27281507,8,26423,5100,1,0,30,134,137,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001171,MY COUSIN VINNY,1992,1990s,52929168,8,68772,7200,3,2,18,204,188,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001172,NIGHT AND THE CITY,1992,1990s,6202756,6,3208,6300,0,0,12,6,30,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001174,SCHOOL TIES,1992,1990s,14715067,7,14879,6360,0,0,10,55,73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001175,SNEAKERS,1992,1990s,51432691,7,38270,7560,0,0,29,67,106,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001176,UNIVERSAL SOLDIER,1992,1990s,36299898,6,57663,6120,0,0,41,355,112,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L001177,WATERLAND,1992,1990s,1100218,7,1578,5700,1,0,3,10,18,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L001178,WAYNE'S WORLD,1992,1990s,121697323,7,88937,5640,3,3,37,330,160,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002892,ONE FALSE MOVE,1992,1990s,1543112,7,6036,6300,8,8,17,84,61,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002901,BAD LIEUTENANT,1992,1990s,2000022,7,24459,5760,3,3,24,237,166,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002902,THE BODYGUARD,1992,1990s,122006740,6,71119,7740,10,18,55,501,121,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
L002903,BOOMERANG,1992,1990s,70052444,5,16737,7020,1,4,21,76,38,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002904,CANDYMAN,1992,1990s,25792310,7,43072,5940,5,7,26,474,206,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L002905,DEATH BECOMES HER,1992,1990s,58422650,6,64312,6240,4,11,38,163,160,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002906,THE DISTINGUISHED GENTLEMAN,1992,1990s,46666502,6,10090,6720,4,0,8,11,46,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002907,DR. GIGGLES,1992,1990s,8403433,5,3659,5700,1,1,21,31,74,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002908,FERNGULLY: THE LAST RAINFOREST,1992,1990s,24650296,6,16715,4560,3,1,29,32,65,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
