Cod,title,year,Decade,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
L000291,THE FOUR HORSEMEN OF THE APOCALYPSE,1921,1920s,9183673,8,2241,9000,1,0,11,38,37,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L000001,METROPOLIS,1927,1920s,1236166,8,81007,9180,3,4,67,428,376,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000002,CITY LIGHTS,1931,1930s,19181,9,70057,5220,2,0,38,187,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000003,MODERN TIMES,1936,1930s,163577,9,90847,5220,3,1,44,27,180,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000527,SNOW WHITE AND THE SEVEN DWARFS,1937,1930s,184925486,8,92722,4980,10,3,98,428,174,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000004,GONE WITH THE WIND,1939,1930s,198676459,8,160414,14280,10,6,143,1263,653,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L000005,THE WIZARD OF OZ,1939,1930s,22342633,8,209506,6120,6,12,126,2363,477,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001400,PINOCCHIO,1940,1940s,84254167,8,56697,5280,2,0,63,179,124,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000006,CITIZEN KANE,1941,1940s,1585634,9,228617,7140,7,10,103,1439,1101,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000223,SERGEANT YORK,1941,1940s,16361885,8,10521,8040,3,9,16,18,84,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000007,CASABLANCA,1942,1940s,4108411,9,296802,6120,5,6,153,382,960,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L001477,BAMBI,1942,1940s,102247150,7,63109,3900,3,1,35,94,119,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L001662,THE BELLS OF ST. MARY'S,1945,1940s,21333333,8,4430,5280,3,7,16,3,45,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000008,THE BEST YEARS OF OUR LIVES,1946,1940s,23650000,8,30002,10320,13,1,15,129,218,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L003577,DUEL IN THE SUN,1946,1940s,20408163,7,5458,8280,1,0,41,38,83,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L000009,THE THIRD MAN,1949,1940s,618173,8,85964,6240,3,4,62,338,364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000010,ALL ABOUT EVE,1950,1950s,63463,8,61738,8280,15,15,42,253,276,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000526,CINDERELLA,1950,1950s,93141149,7,72280,4440,4,4,39,134,89,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000011,SINGIN' IN THE RAIN,1952,1950s,1826108,8,108115,6180,4,7,61,333,441,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
L002067,THE GREATEST SHOW ON EARTH,1952,1950s,36000000,7,7333,9120,4,4,9,78,94,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002370,HOUSE OF WAX,1953,1950s,23750000,7,9173,5280,0,0,15,78,108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L002387,PETER PAN,1953,1950s,87404651,7,51944,4620,0,0,60,5,73,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000012,DIAL M FOR MURDER,1954,1950s,12562,8,72579,6300,3,2,51,232,223,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000013,REAR WINDOW,1954,1950s,36764313,9,229323,6720,6,6,98,711,580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000293,THE CAINE MUTINY,1954,1950s,21750000,8,17021,7440,2,3,41,37,142,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L002122,A STAR IS BORN,1954,1950s,4335968,8,9081,9240,6,3,41,380,116,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
L002469,LADY AND THE TRAMP,1955,1950s,93602326,7,51515,4560,1,1,55,247,87,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000180,THE TEN COMMANDMENTS,1956,1950s,65500000,8,37792,13200,5,7,48,281,207,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002123,AROUND THE WORLD IN 80 DAYS,1956,1950s,42000000,7,13506,10500,8,5,29,37,95,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002485,GIANT,1956,1950s,177909,8,21880,12060,6,13,146,287,148,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L000014,THE BRIDGE ON THE RIVER KWAI,1957,1950s,27200000,8,109972,9660,24,5,59,160,243,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000015,TOUCH OF EVIL,1958,1950s,2247465,8,55474,5700,3,1,28,211,245,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000016,VERTIGO,1958,1950s,7311013,9,176267,7680,6,3,106,671,618,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
L000017,BEN-HUR,1959,1950s,74000000,8,115402,12720,20,5,79,193,340,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000529,SLEEPING BEAUTY,1959,1950s,51600000,7,64374,4500,1,3,47,1905,122,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000018,PSYCHO,1960,1960s,32000000,9,296676,6540,6,5,156,2059,885,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
L000183,SPARTACUS,1960,1960s,1830650,8,81588,11820,6,9,55,415,256,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002486,SWISS FAMILY ROBINSON,1960,1960s,40356000,7,7965,7560,0,0,21,52,47,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002124,WEST SIDE STORY,1961,1960s,44064958,8,56385,9120,19,7,151,963,297,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000019,LAWRENCE OF ARABIA,1962,1960s,44824144,8,140727,12960,20,13,91,929,509,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002125,HOW THE WEST WAS WON,1962,1960s,76729,7,11705,9840,7,5,56,96,134,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002126,THE MANCHURIAN CANDIDATE,1962,1960s,2757256,8,55718,7560,6,4,39,214,282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L002127,CLEOPATRA,1963,1960s,57777778,7,17110,11520,3,11,101,707,172,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000020,DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB,1964,1960s,9440272,9,263157,5700,13,4,56,432,782,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000402,GOLDFINGER,1964,1960s,51081062,8,110130,6600,4,4,137,531,375,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000869,MARY POPPINS,1964,1960s,102272727,8,76881,8340,15,12,67,1684,223,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000870,MY FAIR LADY,1964,1960s,72000000,8,52814,10200,17,10,168,494,243,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L002487,A SHOT IN THE DARK,1964,1960s,12368234,8,16452,6120,1,1,28,71,104,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000279,DOCTOR ZHIVAGO,1965,1960s,111721910,8,46656,11820,18,10,83,204,242,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000519,THUNDERBALL,1965,1960s,63595658,7,63573,7800,3,4,55,242,248,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000871,THE SOUND OF MUSIC,1965,1960s,158671368,8,110848,10440,12,12,90,1072,377,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000021,WHO'S AFRAID OF VIRGINIA WOOLF?,1966,1960s,28000000,8,41330,7860,20,18,72,10,213,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000022,THE GRADUATE,1967,1960s,104945305,8,161502,6360,20,13,94,329,573,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000571,THE JUNGLE BOOK,1967,1960s,141843612,8,84514,4680,2,3,46,471,107,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000872,GUESS WHO'S COMING TO DINNER,1967,1960s,56666667,8,22611,6480,8,20,20,125,254,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000873,YOU ONLY LIVE TWICE,1967,1960s,43084787,7,57507,7020,1,1,51,259,247,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000023,2001: A SPACE ODYSSEY,1968,1960s,58588800,8,295641,9600,12,6,174,28,1568,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
L000212,THE LION IN WINTER,1968,1960s,18177,8,19622,8040,14,16,58,218,158,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000258,PLANET OF THE APES,1968,1960s,32589624,8,110247,6720,5,0,138,151,363,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
L002488,HANG 'EM HIGH,1968,1960s,11000000,7,18902,6840,0,0,38,29,101,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
L002489,COOGAN'S BLUFF,1968,1960s,3110000,7,9357,5580,0,0,30,14,82,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002490,FUNNY GIRL,1968,1960s,52223306,8,10322,9060,6,16,44,504,70,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002491,THE ODD COUPLE,1968,1960s,44527234,8,21149,6300,4,6,16,332,100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000024,BUTCH CASSIDY AND THE SUNDANCE KID,1969,1960s,102308889,8,111087,6600,18,12,51,508,281,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000237,THE WILD BUNCH,1969,1960s,638641,8,53674,8700,5,3,44,447,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000315,MIDNIGHT COWBOY,1969,1960s,44785053,8,61871,6780,26,12,42,392,305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000874,ON HER MAJESTY'S SECRET SERVICE,1969,1960s,22774493,7,44160,8520,0,2,44,200,422,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000695,PATTON,1970,1970s,61749765,8,63496,10320,18,7,63,106,224,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000875,TWO MULES FOR SISTER SARA,1970,1970s,5050000,7,12868,6960,1,1,18,17,54,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L000876,LITTLE BIG MAN,1970,1970s,31559552,8,22508,8340,5,6,34,95,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000877,LOVE STORY,1970,1970s,106397186,7,19008,5940,12,13,24,723,145,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002492,AIRPORT,1970,1970s,100489151,7,11002,8220,5,17,33,57,142,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002493,BENEATH THE PLANET OF THE APES,1970,1970s,18999718,6,25027,5700,0,0,50,66,134,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L002494,KELLY'S HEROES,1970,1970s,5200000,8,27962,8640,0,0,36,43,165,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000449,THE LAST PICTURE SHOW,1971,1970s,29133000,8,26091,7080,18,16,26,366,156,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000503,DIRTY HARRY,1971,1970s,35976000,8,94697,6120,1,1,114,524,269,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000691,THX 1138,1971,1970s,2437000,7,32396,5160,0,0,24,151,187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L000846,ESCAPE FROM THE PLANET OF THE APES,1971,1970s,12348905,6,16213,5880,0,0,49,37,79,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000878,THE BEGUILED,1971,1970s,1100000,7,7504,6300,0,0,15,28,65,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L000879,DIAMONDS ARE FOREVER,1971,1970s,43819547,7,57495,7200,1,2,57,319,252,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000880,FIDDLER ON THE ROOF,1971,1970s,10404330,8,24615,10860,6,13,58,218,139,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000881,THE FRENCH CONNECTION,1971,1970s,51700000,8,62603,6240,18,8,42,580,257,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000882,PLAY MISTY FOR ME,1971,1970s,10600000,7,15281,6120,0,0,23,73,132,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000883,VANISHING POINT,1971,1970s,12442673,7,18044,5940,0,0,13,108,152,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000025,THE GODFATHER,1972,1970s,134966411,9,821410,10500,29,19,148,1307,1751,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000158,THE POSEIDON ADVENTURE,1972,1970s,84563118,7,27872,7020,4,13,32,231,231,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000246,JOE KIDD,1972,1970s,6330000,6,9369,5280,0,0,13,10,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L002495,CONQUEST OF THE PLANET OF THE APES,1972,1970s,9043472,6,18119,5280,0,0,41,114,86,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L000026,THE STING,1973,1970s,156000000,8,127640,7740,10,6,67,275,224,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000201,AMARCORD,1973,1970s,125493,8,23480,7380,16,8,32,73,96,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000256,AMERICAN GRAFFITI,1973,1970s,115000000,8,52962,6600,8,6,57,392,222,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000523,LIVE AND LET DIE,1973,1970s,35377836,7,56889,7260,2,2,51,333,228,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000591,PAPILLON,1973,1970s,53267000,8,67782,9060,2,1,30,40,148,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000593,SERPICO,1973,1970s,29800000,8,57246,7800,6,7,9,214,153,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000665,THE EXORCIST,1973,1970s,232906145,8,229899,7320,13,14,106,1116,987,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L000833,MAGNUM FORCE,1973,1970s,39768000,7,33900,7440,0,0,29,67,140,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000884,HIGH PLAINS DRIFTER,1973,1970s,15700000,8,26996,6300,0,0,26,103,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000885,BATTLE FOR THE PLANET OF THE APES,1973,1970s,8844595,5,18017,5580,0,0,39,43,84,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L002496,SLEEPER,1973,1970s,18344729,7,27703,5340,2,2,18,91,118,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
L002497,THE WAY WE WERE,1973,1970s,45000000,7,13349,7080,5,7,37,236,92,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000027,CHINATOWN,1974,1970s,29200000,8,159935,7800,20,22,73,547,412,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000028,THE GODFATHER: PART II,1974,1970s,47542841,9,541351,12000,11,16,73,197,565,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000145,MURDER ON THE ORIENT EXPRESS,1974,1970s,27634716,7,28857,7680,8,16,22,176,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L000886,BLAZING SADDLES,1974,1970s,119601481,8,74528,5580,2,2,41,516,338,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000887,THE CONVERSATION,1974,1970s,4420000,8,60195,6780,14,11,22,259,283,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000888,DEATH WISH,1974,1970s,22000000,7,20402,5580,1,1,10,544,178,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000889,THE MAN WITH THE GOLDEN GUN,1974,1970s,20972000,7,56499,7500,1,1,49,237,230,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000890,THAT'S ENTERTAINMENT!,1974,1970s,26890200,8,3433,8100,2,0,13,0,44,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000891,YOUNG FRANKENSTEIN,1974,1970s,86273333,8,92629,6360,10,4,41,383,296,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002498,EARTHQUAKE,1974,1970s,79666653,6,8426,7380,2,7,22,49,147,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L002499,THE GREAT GATSBY,1974,1970s,20563273,6,16399,8640,5,3,35,1407,125,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L002500,THE LONGEST YARD,1974,1970s,43008075,7,11004,7260,2,3,39,10,64,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002501,THE SUGARLAND EXPRESS,1974,1970s,7500000,7,8669,6600,1,2,5,95,46,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002502,THE TOWERING INFERNO,1974,1970s,116000000,7,25243,9900,9,13,66,176,187,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000029,DOG DAY AFTERNOON,1975,1970s,50000000,8,137696,7500,13,17,35,438,228,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000030,JAWS,1975,1970s,260000000,8,290528,7440,9,14,95,1497,880,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L000031,ONE FLEW OVER THE CUCKOO'S NEST,1975,1970s,108981275,9,492141,7980,30,12,59,397,675,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000187,THREE DAYS OF THE CONDOR,1975,1970s,27476252,8,27026,7020,5,3,16,219,138,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
L000892,THE EIGER SANCTION,1975,1970s,14200000,6,9861,7380,0,0,28,22,74,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L000893,THE ROCKY HORROR PICTURE SHOW,1975,1970s,112892319,7,80386,6000,2,4,184,583,468,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L002503,BUG,1975,1970s,3602023,5,1162,5940,1,1,5,6,38,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
L002504,ESCAPE TO WITCH MOUNTAIN,1975,1970s,20000000,6,5884,5820,0,0,11,52,54,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002505,FUNNY LADY,1975,1970s,39000000,6,2918,8160,0,6,32,61,31,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L002506,THE GREAT WALDO PEPPER,1975,1970s,20642922,7,3642,6420,0,0,37,8,24,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002507,LOVE AND DEATH,1975,1970s,20123742,8,21782,5100,1,1,25,99,101,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L002508,NASHVILLE,1975,1970s,9984123,8,14261,9540,22,24,14,66,145,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L002509,TOMMY,1975,1970s,34251525,7,13072,6660,2,2,30,241,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L000032,NETWORK,1976,1970s,23689877,8,75434,7260,22,19,49,366,295,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000033,ROCKY,1976,1970s,117235147,8,243942,7140,17,20,105,1161,479,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L000034,TAXI DRIVER,1976,1970s,28262574,8,351181,6780,26,9,80,1830,768,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L000541,THE SHOOTIST,1976,1970s,8091910,8,14415,6000,1,3,26,51,138,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000849,THE OUTLAW JOSEY WALES,1976,1970s,31800000,8,40072,8100,1,0,60,170,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L000894,CARRIE,1976,1970s,33800000,7,96764,5880,4,4,54,14,453,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L000895,THE ENFORCER,1976,1970s,46236000,7,25165,5760,0,0,24,30,86,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L000896,MARATHON MAN,1976,1970s,21709020,8,35767,7500,4,9,22,207,147,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
L000897,THE OMEN,1976,1970s,60922980,8,61463,6660,2,8,47,175,282,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L000898,SILENT MOVIE,1976,1970s,36145695,7,10027,5220,1,1,17,204,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002510,ALL THE PRESIDENT'S MEN,1976,1970s,70600000,8,59136,8280,13,20,32,318,189,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L002511,THE BAD NEWS BEARS,1976,1970s,32211330,7,13812,6120,1,0,19,109,83,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L002512,THE PINK PANTHER STRIKES AGAIN,1976,1970s,33833201,7,18413,6180,2,2,31,17,94,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002513,A STAR IS BORN,1976,1970s,80000000,7,4197,8340,6,6,18,165,47,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
